Yemek Adı,Mutfağı,Süresi,Malzemeler,Yapılış
Hashasli Pogça,Türk,40-60dk,"42 gr yas maya 
1 su bardagi siviyag+margarin karisimi 
2 su bardagi sut 
1 çay bardagi toz seker 
2 yumurtanin beyazi(sarisi ustune) 
1,5 yemek kasigi tuz 
Aldigi kadar un 
Iç malzemesi: 
1 buyuk çorba kasesi hashas 
Yarim cay bardagi siviyag","Verilen hamur malzemeleri genic bir kabin içine alinir ve yumusak bir 
hamur elde edene kadar un eklenerek yogrulur.20-25 dk bekletilir(ustu 
kapali  olcak)Dinlenen hamuru once ikiye bolelim.Tekrar bir parcayi iki esit 
parcaya bolelim ve çok ince olmayacak sekilde acalim(acarken fazla un 
kullanmayiniz) Iç malzeme yani hashas,seker ve siviyagi karistirip  acilan 
hamurun  her yerine gelcek sekilde surelim ve rulo yapalim,diger 
parcayida ayni sekilde yapalim.3 parmak eninde keselim.Basta ayirdigimiz 
buyuk hamurdan iri ceviz buyuklugunde parcalar kopartip bezeler 
hazirlayalim.Hazirladigimiz bezeleri elimde acip arasina kesilen rulodan 
koyup hafif bastiralim.Butun hamur bu sekilde yapilir ve unlanmis tepsiye 
dizilir.Mayasi gelene kadar bekletilir ve yumurta sarisi surulup 180 
derecede pisirilir.Cikan pogcalarin uzerine nemli bez ortulur ve soguyunca 
servis yapilir."
Baharat soslu mısırlı antre,Türk,60dk-Fazla,"2 pırasa 

250 gr konserve mısır 
1 yumurta 
1 yumurta akı 
Yarım su bardağı süt 
4 çorba kaşığı un 
1 çay kaşığı toz maya 
2 çorba kaşığı rendelenmiş kaşar peyniri 
1 çorba kaşığı zeytinyağı 
1 çorba kaşığı galeta unu 
Tuz, biber 
Sos için: 
Yarım su bardağı tavuk suyu 
2 çorba kaşığı zeytinyağı 
1 çorba kaşığı hardal 
1 çorba kaşığı limon suyu 
Yarım çorba kaşığı sirke 
2 çorba kaşığı karışık baharat","Sos için gereken malzemeleri bir kavanoza alıp ağzını kapatın ve 
çalkalayıp buzdolabına koyun. Pırasaları temizleyip halkalar halinde 
doğrayın. Zeytinyağını tavada ısıtıp pırasayı ekleyin ve orta ateşte 5-6 
dakika sote edin. 

 
*Fırını 180 dereceye ayarlayın. Yumurta, yumurta akı, süt, un, maya, 
mısır ve peyniri derin bir kapta karıştırın. Sufle kalıbını hafifçe yağlayıp 
galeta unu serpin. Mısırlı karışımın yarısını kalıba dökün. 
 
*Mısırlı karışımın üzerine pırasayı ilave edin. Kalan karışımı üzerine ekleyip 
önceden ısıtılmış fırında benmari usulü yaklaşık 40 dakika pişirin. 
Benmariden alıp tekrar fırına vererek 20 dakika daha pişirin. 
 
*Kalıbı fırından alıp soğumaya bırakın. Turtayı düz bir servis tabağına ters 
çevirerek çıkarın. Hazırladığınız kavanozdaki baharatlı sosu dolaptan alıp 
tekrar çalkalayın ve mısırlı turtanın üzerine kaşık kaşık gezdirip servis 
yapın."
Mercimekli Kabak,Türk,40-60dk,"1 su bardağı yeşil mercimek 
5 kabak 
2 orta boy soğan 

1.5 su bardağı su 
2 çorba kaşığı domates salçası 
Yarım kahve fincanı zeytinyağı 
4 diş sarımsak 
3-4 çorba kaşığı limon suyu","* Mercimeği akşamdan ıslatın. Yıkayıp süzün. Soğanları soyup küp küp 
doğrayın. Kabakları temizleyip iri küpler halinde doğrayın. 
 
* Zeytinyağını tencerede ısıtıp soğanı kavurun. Salçayı ekleyip karıştırın. 
Mercimek ve suyu ilave edip kaynamaya bırakın. Su kaynayınca kabakları 
ekleyip 30 dakika pişirin. Tuz serpip karıştırın. 
 
* Sarımsakları soyup ezin. Limon suyu ve sarımsağı bir kapta karıştırıp 
yemeğe ilave edin. Tencereyi ocaktan alıp servis yapın."
Palamut Köftesi,Türk,20-40dk,"1 palamut 
3 soğan 
2 orta boy patates 
Yarım demet maydanoz 
1 kahve fincanı dolmalık fıstık 
1 kahve fincanı kuşüzümü 
2 yumurta 
1 çorba kaşığı yenibahar 
1 çorba kaşığı un 
Kızartma için sıvıyağ 
Galeta unu","Palamutu temizleyin. İyice yıkayıp süzgece alın. Soğanları soyun. 1 bütün 
soğan ve balığı tuzlu suda 20 dakika haşlayın. Balığı süzgece alıp soğutun. 
Derisini, siyah kısımlarını ve kılçıklarını ayıklayın. Beyaz etleri bir kaba alıp 
didikleyin. 
 
Kalan 2 soğanı rendeleyip suyunu sıkın. Patatesleri haşlayıp soyun ve 
rendeleyin. Maydanozu temizleyip kıyın. 
 

Soğan, patates, maydanoz, fıstık, kuşüzümü, 2 yumurta, 1 kaşık un, tuz, 
yenibahar ve karabiberi balığa ekleyip yoğurun. Elinizle uzun köfteler 
hazırlayın. Galeta ununa bulayıp sıvıyağda kızartın. Sıcak servis yapın."
Mantarli ve biberli hindi  şiş,Türk,20-40dk,"400 gr hindi göğüs eti 
Yarım demet maydanoz 
1 dolmalık sarıbiber 
1 salçalık kırmızıbiber 
6 diş sarımsak 
4 büyük boy kültür mantarı 
2 çorba kaşığı zeytinyağı","* Hindi etlerini dövüp inceltin. İki parmak eninde uzun şeritler halinde 
kesin. Maydanozu temizleyip kıyın. Biberleri temizleyip kalın şeritler 
halinde kesin. Mantarları temizleyip boyuna ortadan ikiye kesin. 
Sarımsakları soyun. 
 
* Zeytinyağı, tuz ve karabiberi bir kapta çırpıp hindi etlerinin üzerine 
fırçayla sürün. Kıyılmış maydanozu üzerlerine serpiştirip rulo şeklinde 
sarın. Çöp şişlere, hindi sarma, mantar, biber ve sarımsak sıralamasıyla 
dizin. Izgarada pişirip sıcak olarak servis yapın."
Yoğurt soslu ve cevizli saray köftesi,Türk,40-60dk,"600 gr köftelik dana kıyma 
1 kahve fincanı su 
2 su bardağı ufalanmış bayat ekmek içi 
4 yumurta 
1 su bardağı çekilmiş ceviz 
1 kahve fincanı dolmalık fıstık 
1 tatlı kaşığı karabiber 

1 tatlı kaşığı tuz 
1 su bardağı un 
Kızartma için: 
1 su bardağı zeytinyağı 
Dereotlu yoğurt sos için: 
300 gr süzme yoğurt","* Kıymayı tencereye alıp suyu ekleyin. Orta ateşte suyunu çekene kadar 
pişirin. Ocaktan alıp soğumaya bırakın. 
 
* Yumurtaları bir kaba kırıp çırpın. Kıymaya ekmek içi, yumurta, ceviz, 
dolmalık fıstık, karabiber ve tuz ekleyip yoğurun. Köfte harcından ceviz 
büyüklüğünde parçalar koparıp yuvarlayın. Köfteleri una bulayın. Eleğe 
alıp sallayarak üzerlerindeki fazla unu silkeleyin. 
 
* Zeytinyağını tavaya alıp ısıtın. Köfteleri ekleyip tavayı arada bir 
sallayarak kızartın. Köfteleri kevgirle alıp kâğıt havluüzerine çıkarın. 
 
* Dereotlu yoğurt sos için; dereotunu temizleyip kıyın. Yoğurda dereotunu 
ekleyip çırpın. Köfteleri servis tabaklarına paylaştırıp üzerine yoğurt sosu 
gezdirin ve servis yapın."
Tantuni Türk Usulü,Türk,40-60dk,"500 gr dana eti 
Sıvıyağ 
Kırmızı tozbiber 
6 lavaş ekmeği 
Tuz 
Garnitür malzemesi: 
4 domates 
2 soğan 
1 demet maydanoz 
Sumak","Sinir ve yağları alınmış eti kuşbaşı doğrayın ve satırla kıyın. Eti tencereye 
alıp az su ilave ederek haşlayın. 
 

Sacı ocağın üzerinde kızdırıp çok az sıvıyağ ile yağlayın. Eti sacın bir 
köşesine alın. Tahta spatula ile azar azar ortaya çekip kavurun. Üzerine 
çok az sıvıyağ gezdirin. Kırmızı tozbiber ve tuz serpip karıştırın. 
 
Garnitür için, maydanozu temizleyip kıyın. Domatesi soyup küp küp 
doğrayın. Soğanı temizleyip piyazlık doğrayın. Soğana sumak ilave edip bir 
kapta karıştırın. 
 
Eti lavaşın üzerine şerit şeklinde yerleştirin. Garnitür malzemelerini etin 
kenarına yerleştirip sıkıca dürüm yapın."
Çesnili Kofte Sosu,Türk,10-20dk,"3 yemek kasigi domates salcasi 
1 tatli kasigi kekik 
1 cay kasigi karabiber 
1 tatli kasigi pulbiber 

2 dis sarimsak 
1 tutam maydanoz 
1/2 su bardagi sivi yag 
1/2 su bardagi su","Yagda salca kavrulur.Icine baharatlar eklenir.Bir miktar daha kavrulduktan 
sonra su eklenip biraz kaynatilir.Sicak olarak kofte ile servis yapilir.Afiyet 
olsun..."
Beykoz Kebabı,Türk,20-40dk,"Karniyarıklık patlıcan:8ad 
Kuşbaşı et:500gr (ufak ufak doğramış) 
Soğan:200gr 
tuz:15gr 
karabiber:10gr 
bolyon:10gr 

kırmızı pul biber:10gr 
maydonoz:40gr 
 
beşamel sos 
un:100gr 
süt:100ml 
su:100ml 
tuz:15gr 
yumurta:1ad 
bulyon:10gr 
kaşar 100gr 
domates sos 
salça:100gr 
tuz:10gr 
tereyağ:50gr","Patlıcanları normal karnı yarık gibi yapalım kızartalım. Kusbasını kavurup 
sağanımızla iyice pişirelim,iç malzememizi hazırlayalım. Besamel 
sosumuzu yapıp hazırlayalım. 
Domates sosumuzu hazırlayalım.Simdi su işlemlerimi yapalım, 
karnı yarıkları tepsimize dizelim ve iç malzemelerimizi dolduralım 

ve onun üstüne besamel koyalım besamelin ustüne kaşar ekleyip domates 
sosumuzla 20 dk fırınlayalım.AFIYET OSUN..."
Kremalı ve mısırlı pilav,Türk,20-40dk,"2 su bardağı baldo pirinç 
4 su bardağı su 
100 gr konserve mısır tanesi 
100 gr konserve bezelye 
3 çorba kaşığı sıvıyağ 
Yarım su bardağı süt kreması","* Pirinci tuzlu ve limonlu sıcak suda yarım saat bekletin. Bol suyla yıkayıp 
süzün. 
 
* Bezelye ve mısırın suyunu süzün. 1 kaşık yağı teflon tavada kızdırıp 
bezelye ve mısırı ilave edip soteleyin. Yarım bardak suyu ekleyin. Kısık 

ateşte 5 dakika kapağı kapalı olarak pişirin. Kremayı ekleyip karıştırın ve 
ateşten alın. 
 
* Kalan sıvıyağı bir tencerede ısıtıp pirinci hafif kavurun. Tuz ve kalan 3.5 
bardak suyu ilave edip kapağını kapatın. Kaynayınca ateşi kısıp suyunu 
çekinceye kadar pişirin. Hazırladığınız kremalı sosu pilava ilave edip 
karıştırın. Üzerini kâğıt havlu ile örtüp 10 dakika dinlendirin. Sıcak olarak 
servis yapın."
Sodalı ve Mantarlı Pilav,Türk,20-40dk,"2 su bardağı pirinç 
2.5 su bardağı su 
Yarım su bardağı soda 
200 gr mantar 
1 soğan 
1 çay kaşığı köri 
Yarım çay kaşığı safran 
2 dal fesleğen 

2 çorba kaşığı rendelenmiş kaşarpeyniri 
2 çorba kaşığı margarin","Pirinci tuzlu ve limonlu sıcak suda 30 dakika bekletin. Bol suyla yıkayıp 
süzün. Soğanı soyup kıyın. Mantarları temizleyip dilimleyin. Fesleğeni 
kıyın. 
 
Margarini tencerede eritip soğanı pembeleştirin. Mantarı ilave edip suyunu 
salıp çekinceye kadar pişirin. 
 
Pirinci ekleyin. Suyu ve sodayı ilave edip kapağını kapatın. Su kaynayınca 
ateşi kısıp suyunu çekinceye kadar pişirin. Köri, fesleğen ve safranı ekleyip 
karıştırın. Ocaktan alıp üzerine kâğıt havlu örtüp kapağını kapatın.10 
dakika dinlendirip servis yapın. 
 
 
 
  - 2647 
  - 2648 
  - 2649"
Kaşar peynirli pirzola,Türk,40-60dk,"1 kg koyun pirzolasi  
4 yumurta  
50 gr kasar peyniri  
200 gr yag  
1 çay fincani un  
2 çay fincani galeta tozu  
tuz","Önce pirzolalari tuzlayip biberleyin.  
Yumurtalari bir kaba kirin içine rendelenmis kasar peynirini ilave edin.  
Galeta tozunu düz bir tabaga koyun.  
Pirzolalari önce una, sonra yumurtaya daha sonrada galetaya bulayip 
kizdirilmis yagda kizartin.  
Kagit yayilmis bir tabagi alin.  
Etrafina kizarmis patates, maydanoz koyarak süsleyin ve sicak servis 
yapin.  
 
Afiyet olsun."
Zeytinyağlı Bakla,Türk,40-60dk,"1 kg bakla  
yarim bardak zeytinyagi  
2 adet sogan  
yarim demek dere otu  
1 kasik seker  
limon  
tuz","1-Baklalari bol su ile yikayin.  
2-Sonra kilçiklarini biçakla incecik çikarin.  
3-Zeytinyagini bir tencereye koyup kizdirin.  
4-Baklalari azar azar atip karistirin.  
5-Sonra kalin halkalar halinde bir sogan dograyin.  
6Seker su limon ilave edip agzini kapatip pisirin.  
7-Atesten alip üzerine kiyilmis dereotu serpin.  

Eger isterseniz yogurtlada servis yapabilirsiniz"
Zeytinyağlı Enginar Dolması,Türk,40-60dk,"6 adet enginar  
200 gr pirinç  
1 adet limon  
4 adet sogan  
1 bardak zeytinyagi  
1 kasik un","Enginarlari temizleyip hazirlayin soganlari ufak ufak dograyin daha sonra 
pririnç tuz ve dereotu ilave edin.  

Yayvan bir tencereye dizip üzerine kafi derecede su ve limon suyu koyup 
enginar yumusayincaya kadar pisirin kabinda sogutup servis yapin. Afiyet 
olsun... 
 
 
 
 
  - 2654"
Seftali Receli,Türk,20-40dk,"4 adet iri yarma seftali  
1 buçuk kg toz seker  
4 bardak su","Seftalileri soyduktan sonra ortadan bölün.  
daha sonra dilimleyin.  
Diger yandan su ile sekeri tencerede kaynatin. Surup haline gelince, 
dogranmis seftalileri katip kisik ateste kaynatin.  
Reçel koyulasipta kivama gelince iki çorba kasigi limonu ilave edin.  

Bir tasim kaynadiktan sonra atesten alin."
Çaylı Kek,Türk,40-60dk,"3 yumurta 
1,5 su bardağı tozşeker 
3 su bardağı un 
1 su bardağı demli çay 
1 su bardağı sıvıyağ ( fındık yağı,ayçiçek yağı gb...) 
1 paket kabartma tozu 
yarım limon suyu","Yumurta ve şekeri iyice çırpın.Üzerine ,çay,kakao,sıvıyağı ekleyip yavaşça 
tahta kaşıkla karıştırın.Karışımın üzerine unu eleyip koyun,unun ortasına 
parmağınızla bir çukur açın kabartma tozunu çukura dökün, üzerine yarım 

limon suyunu ilave edin,iyice köpürene kadar bekleyin.Malzemeleri en son 
yavaşça tahta kaşıkla tekrar karıştırın.Kek yalıbını yağlayıp unladıktan 
sonra 180 dereceli fırında 45 dak. pişirin."
Et suyu çorba,Türk,10-20dk,"Tranç et: 500gr 
Havuç:1ad 
Kabak:1ad 
Patates:1ad 
Soğan:1ad 
Dereotu:1ad 
Maydonoz:1ad 
Kereviz:1ad 
Tereyağ:75gr 

tuz:yok 
baharat:yok","Etleri iyice yıkayıp 180c fırınlayalım 30 dk 
Sebzeleri iyice yıkayalım tarım ilaçları çocuklarda bağırsak enfeksiyonu 
yapar. 
Tencereye yağı ekleyıp etleri kavurmaya başlayalım 25-30 dk kavuralım. 
Ardından bütün sebzeleri ekleyip kavuralım dereotu,maydonoz dahil. 
Suyu ekleyip kaynatalım etler pişene sebzeler parçalanıncaya kadar. Et ve 
sebze piştikten sonra temiz tencereye suyunu süzelim ve sebze ve et dahil 
blendırdan çekelim tencerede kaynattığımız suya tekrar döküp bir taşım 
kaynatalım.Ozleştikten sonra altını kapatalım."
Soğuk Sandöviç,Türk,10-20dk,"Baget ekmeği:2ad 
Peynir:8ad(piramit Şeklinde) 

Kaşar:8ad(piramit Şeklinde) 
Salam:12dilim 
Domates:20 yuvarlak dilim(3domates) 
Salatalık:2ad(jülyen) 
Salatalık turşu:8ad(jülyen) 
Kıvırcık:8ad yaprak(iri yaprak) 
Mayonez:100gr 
Ketçap:50gr","Baget ekmeklerimizi kenarlarını keselim uçları sert olur. 
Ekmeklerimizi tam ortasından değilde biraz daha üstten keselim. 
Sandöviç sosunuzu ketçapla mayonezi karıştıralım ve ekmeklerimize 
sürelim. 
Sonra kıvırcıkları,domatesleri ve salamlari dizelim. Iki peynir iki kaşar 
olarak sıralayalım ,sonra bir salatalık bir salatalık turşusunu eğik bir 
şekilde dizelim."
Yumurta Dolması,Türk,10-20dk,"Yumurta:8ad 
Zeytin ezmesi 
Dereotu:1ad 
Salatalık turşusu:50gr 
Kaşar peynir:100gr 
Karabiber:10gr 
Kırmızı pul biber:10gr 
tereyağ:25gr 
Tuz:10gr","Yunurtalarımızı 8-10 dakika arasında haşlayalım. 
Haşladıktan sonra ortadan ikiye bölüp sarılarını kırmadan çıkaralım 
dereotunu ince ince kıyalım turşularımızı minik minik doğruyalım 
sırasıyla bütün malzemeyi karıştırlım. 
Kaşar ve tere yağı hariç. 

yaptığımız yumurtaları tepsiye dizelim harcımızı krema torbasıyla 
yumurtaların içine sıkalım üstlerine kaşar ekleyelim bolca ve minnacık 
minnacık üstlerine tere yağ parçaları bırkalım 8 dakika 
fırınlayalım servis edelim."
Ekşi Elmalı Kısır,Türk,20-40dk,"İnce bulgur:500gr 
Ekşi elma:2ad 
Salatalık turşusu 
Maydonoz:1ad 
Yeşil soğan:1demet 
Kırmızı soğan:1ad 
Kırmızı pul biber:25gr 
Karabiber:15gr 
tuz:25 
Sıvı yağ:10ml 
Su:1lt(ılık su) 
Nar ekşisi:100ml","İnce bulgurumuzu ıslayalım 20dk dinlendirelim. 
Elamalarımızı soyalım limonlu suyun içine atalım kararmasın. 
Maydonoz,yeşil soğan,kuru soğan,salatalık turşumuzu doğrayalım. 
Ksırımızı sıvı yağla yoğurmaya başlayalım sonra nar ekşisiyle yoğuralım 
baharatlarımızı atıp yoğuralım,en son yeşilliklerimizi atıp karıştıralım. Bu 
işlemlerin en sonunda elmamızı süzüp kısırımızla karıştıralım servis 
edelim."
Kabak Kalye,Diger,40-60dk,"Kabak:500gr(jülyen) 
Havuç:200gr(jülyen) 
Soğan:400gr(piyaz doğranmış) 
Pirnç:80gr 

Sızma zeytin yağı:250ml 
Tuz:35gr 
Portakal suyu:1 bardak(naturel) 
Şeker:25gr 
Yağlı kağıt","Doğranmış soğanımızı tenceremizin dibine yerleştirelim onun üstüne 
havuçlarımızı , sonra kabaklarımızı ve şekerimizi ekleyelim. 
Tuzumuzu sıvı yağımızı ve bir mıktar su ekledikten sonra bir bardak 
portakal suyu ekleyip üzerlerine yağlı kağıdı örtüp tabağı ters çevirip üstne 
koyalım ve tekrar yağlı kağıdı serip tencerenin kapağını kapatalım ve çok 
ama çok kısık ateşte 45 dakika pişirelim. 
Soğuduktan sonra dolaba atın ve iyice soğuduktan sonra yağlı kağıtları 
alıp bol limon sıkıp yiye bilirsiniz."
Lİght Pilav,Türk,20-40dk,"Pirinç:320gr 
Havuç:1ad 
Bezelye:100gr 
Mısır:50gr 
Salatalık Turşusu:50gr 
tuz:diyet tuz olmaz","Pirinçleri,havuclari,misiri ve bezelyeyi haşlayalım. 
Salatalıkları ve havuclari julyen doğrayalım.Malzemeleri süzdürüp 
sogutalim.Hepsini karistirip bol limonla servis yapalim."
Sandal Kebabı,Türk,20-40dk,"Kabak:5ad(dolmalık) 
Kıyma:250gr 
Domates:2ad 
Sivri biber:10ad 
Maydonoz:1dem 
Karabiber:15gr 
Kırmızı pul biber:15 
Tuz:25 
Bulyon:10gr 
Salça:25gr 
Tereyağ:75gr 
Un:100gr 
Su:100ml 
Süt:100ml 
Yumurta:1ad 
Kaşar:100gr 
Soğan:1ad","Kabaklarımız ikiye bölüp 10 dakika haşlayalım. 
Kaşık yardımıyla iç lerini oyalım. 

Ve karnıyarık içi hazırlar gibi icinin  hazırlayalim ve sadece domates ve 
biber ekliyelim.  
Beşamal sos yapalim ve domates sosumuzu hazırlıyalim. 
Kabaklarımızı tepsiye dizelim ve içine içimizi doldurup, 
üstüne beşamal sosumuzu krema torbasıyla sıkalim,domates sosumuzu 
ekleyip kaşarlarımızı üstüne serpelim.  
15-20dk fırında pisirelim ve çıktıktan sonra dereotumuzu ince kıyıp 
üstlerine serpip servis edin."
Zeytin Yağlı Biber Dolma,Türk,40-60dk,"Dolmalık biber:10 ad(orta boy) 
Pirinç:400gr  
Soğan:600gr 
Zeytin yağı:400ml 
Karabiber:25 
Tarçın:25gr 

Yeni bahar:20gr 
Şeker:50gr 
Tuz:70gr 
Kuş üzümü:50gr 
Dolma fıstığı:50gr 
Domates:2ad(kapak için)","Dolmalarımızı açalım ve iyi yıkayalım. 
Soğanlarımızı piyazlık doğrayıp 200ml yağla kavurmaya başlayalım 
en az bir saat kısık ateşte kavurmanız lazım soğanlar olsün ve altından 
daha sarı olsun.Soğanlar kavrulduktan sonra pirincimizi ekleyelim 15 
dakika soğanların suyunu çekene kadar kavuralım bu arada unutmayalım 
600ml kadar sıcak suya ihtiyacımız var.Kuş üzümlermizi ılık suyla ıslatıp 
şişirelim. 
 
Dolma fıstıklarımızıda aynı işlemi uygulayalım ama dolma fıstığıızı ayrı bir 
tavada kavuralım kahverengi bir renk alana kadar sırasıyla  
baharatlarımızı ekleyip birazdaha kavuralım.Seker olduğu için tenceremize 
pirinçler yapışır korkmayın normaldir. Artık suyunuda verip ağzını 
kapatalım kısa bir süre kaynatalım.Yarım saat dinlendirelim dolma 
fıtıklarını iç soğuduktan sonra atalım. 
 

Dolma içimiz soğuduktan sonra maydonozlarımızı ince ince doğrayıp 
karıştıralım ve çigden kalan 200ml yağımızın 100ml içine karıştıralım 
ve dolmalarımızı dolduralım domateslerden yapılan kapakları da koyalım 
ve bir tepsiye dizelim. 
Dolmanın serbetini hazırlayalım 1lt suya kalan yağımızı 100ml 
biraz tuz biraz şeker ekleyip kaynatıp tepsiye dizdiğimiz dolmarın 
üzerine dökelim ve ağzı kapalı bir şekilde 25-30 dak fırında kaynatalım ve 
sonra ağzını açım 15 dk açık fırında pişirelim kızartalım."
